AIN0,AIN1
0.0010306611657142641,0.0003986868832726032
0.002294609555974603,0.0013466482050716875
0.0034795613028109074,0.0025315999519079924
0.0046645132824778565,0.003795548574998975
0.005928461439907551,0.0049805003218352795
0.007113413419574498,0.006244448944926262
0.008377362042665482,0.007429400458931924
0.009562313556671144,0.008693348616361618
0.010826261714100838,0.009878301061689855
0.012011214159429072,0.011142249219119549
0.013275162316858768,0.01232720073312521
0.014460113830864431,0.01359114982187748
0.0157240629196167,0.01477610133588314
0.01690901443362236,0.01604004949331284
0.018093965947628018,0.017225001007318497
0.01935791410505772,0.018488949164748192
0.020542865619063374,0.019673900678753853
0.021806815639138225,0.020937850698828697
0.022991767153143883,0.022122802212834358
0.024176718667149544,0.023386750370264053
0.02544066682457924,0.024571701884269714
0.0266256183385849,0.02583565004169941
0.02781056985259056,0.027020601555705067
0.029074518010020256,0.02828455157577992
0.030259469524025917,0.029469503089785576
0.03152341768145561,0.030733451247215268
0.032708369195461266,0.03191840276122093
0.03397231921553612,0.033103354275226586
0.03515727072954178,0.03436730429530144
0.036421220749616616,0.0355522558093071
0.03760617226362229,0.03681620210409165
0.03887011855840683,0.038001153618097305
0.04005507007241249,0.03926510363817215
0.041319020092487335,0.04045005515217781
0.042503971606493,0.041714005172252655
0.04376792162656784,0.042898956686258316
0.0449528731405735,0.04416290298104286
0.04613782465457916,0.045347854495048516
0.047401770949363715,0.04661180451512337
0.04858672246336937,0.04779675602912903
0.04977167397737503,0.049060706049203866
0.05103562399744988,0.05024565756320954
0.052220575511455536,0.05150960385799408
0.0534055270254612,0.05269455537199974
0.054669477045536034,0.05395850539207458
0.0558544285595417,0.05514345690608025
0.05711837485432625,0.05640740692615509
0.05830332636833191,0.05759235844016075
0.05948827788233758,0.05877730995416641
0.06067323312163352,0.05996226146817207
0.061937179416418076,0.061226207762956626
0.06312213093042374,0.06249015778303145
0.06438607722520827,0.06367510557174683
0.06557103246450424,0.06486006081104279
0.06683497875928879,0.06612400710582733
0.06801993399858475,0.06730896234512329
0.0692838802933693,0.06857290863990784
0.07046883553266525,0.0697578638792038
0.0717327818274498,0.07102181017398834
0.07291772961616516,0.0722067579627037
0.0741816833615303,0.07339171320199966
0.07536663115024568,0.07465565949678421
0.07663058489561081,0.07584061473608017
0.07781553268432617,0.07710456103086473
0.07907947897911073,0.07828951627016068
0.08026443421840668,0.07955346256494522
0.08144938200712204,0.08073841035366057
0.082634337246418,0.08200236409902573
0.08381928503513336,0.08318731188774109
0.0850832387804985,0.08445126563310623
0.08634718507528305,0.0856362134218216
0.0876111313700676,0.08697915822267532
0.08879608660936356,0.08816411346197127
0.0900600329041481,0.08942805975675583
0.09124498814344406,0.0906130149960518
0.09242993593215942,0.09187696129083632
0.09369388967752457,0.0930619090795517
0.09487883746623993,0.09432586282491684
0.09614278376102448,0.0955108106136322
0.09732773900032043,0.09677475690841676
0.0985126867890358,0.09795971214771272
0.09977664053440094,0.09922365844249724
0.1009615883231163,0.1004086136817932
0.10222554206848143,0.10159356147050858
0.1034104898571968,0.10285751521587372
0.10467443615198137,0.10404246300458908
0.10585939139127733,0.10522741824388504
0.10704433917999268,0.1064913645386696
0.10822929441928864,0.10775531083345412
0.10949324071407318,0.10894026607275008
0.11067819595336914,0.11012521386146544
0.11194214224815367,0.1113891676068306
0.11312709748744965,0.11257411539554596
0.1143910437822342,0.11375907063484192
0.11557599157094955,0.11502301692962645
0.1168399453163147,0.116286963224411
0.11802489310503005,0.11747191846370696
0.11920984834432602,0.11865686625242232
0.12039479613304138,0.11992081999778748
0.12165874987840652,0.12110576778650285
0.12284369766712187,0.12236971408128737
0.12402865290641785,0.12355466932058334
0.1252925992012024,0.12481861561536788
0.12647755444049835,0.12600356340408325
0.1277415007352829,0.12726752460002902
0.12892645597457886,0.12845246493816376
0.1301904022693634,0.1297164112329483
0.13137535750865936,0.13090136647224426
0.13256029784679413,0.1321653127670288
0.1337452530860901,0.13335026800632474
0.13500919938087466,0.13461421430110931
0.1361941546201706,0.13579916954040527
0.13745810091495514,0.13706311583518982
0.1386430561542511,0.13824807107448578
0.13990700244903564,0.13943302631378174
0.1410919576883316,0.14069697260856628
0.14235590398311615,0.14188192784786224
